"id","section_id","section_name","hmis_code","hmis_name","disease_id","five_character_icd_code","four_character_icd_code","disease_name","simplified_name"
587,"1.3.8 ","1.3.8 MentalHealth",MH05,Schizophrenia,2551,F20.1,F201,Hebephrenic schizophrenia,"Disorganized schizophrenia, Hebephrenia, "
588,"1.3.8 ","1.3.8 MentalHealth",MH05,Schizophrenia,2553,F20.3,F203,Undifferentiated schizophrenia,"Atypical schizophrenia, "
589,"1.3.10","1.3.10 Chronic respiratory diseases",CR01,Asthma,4314,J45.1,J451,Nonallergic asthma,"Idiosyncratic asthma, Intrinsic nonallergic asthma, "
590,"1.3.10","1.3.10 Chronic respiratory diseases",CR01,Asthma,4315,J45.8,J458,Mixed asthma,"Combination of conditions listed in J45.0 and J45.1, "
591,"1.3.10","1.3.10 Chronic respiratory diseases",CR02,Chronic Obstructive Pulmonary Disease (COPD),4310,J44.8,J448,Other specified chronic obstructive pulmonary disease,"Chronic bronchitis: asthmatic (obstructive) NOS, Chronic bronchitis: emphysematous NOS, Chronic bronchitis: obstructive NOS, "
592,"1.3.10","1.3.10 Chronic respiratory diseases",CR02,Chronic Obstructive Pulmonary Disease (COPD),4311,J44.9,J449,"Chronic obstructive pulmonary disease, unspecified","Chronic obstructive: airway disease NOS, Chronic obstructive: lung disease NOS, "
593,"1.3.10","1.3.10 Chronic respiratory diseases",CR02,Chronic Obstructive Pulmonary Disease (COPD),4307,J44,J44,Other chronic obstructive pulmonary disease,"chronic: bronchitis: asthmatic (obstructive), chronic: bronchitis: emphysematous, chronic: bronchitis: with: airways obstruction, chronic: bronchitis: with: emphysema, chronic: obstructive: asthma, chronic: obstructive: bronchitis, chronic: obstructive: tracheobronchitis, "
594,"1.3.10","1.3.10 Chronic respiratory diseases",CR01,Asthma,4312,J45,J45,Asthma,''
595,"1.3.10","1.3.10 Chronic respiratory diseases",CR02,Chronic Obstructive Pulmonary Disease (COPD),4308,J44.0,J440,Chronic obstructive pulmonary disease with acute lower respiratory infection,''
596,"1.3.10","1.3.10 Chronic respiratory diseases",CR02,Chronic Obstructive Pulmonary Disease (COPD),4309,J44.1,J441,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",''
597,"1.3.10","1.3.10 Chronic respiratory diseases",CR01,Asthma,4316,J45.9,J459,"Asthma, unspecified","Asthmatic bronchitis NOS, Late-onset asthma, "
650,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,3746,I15,I15,Secondary hypertension,"Secondary hypertension, "
598,"1.3.10","1.3.10 Chronic respiratory diseases",CR01,Asthma,4313,J45.0,J450,Predominantly allergic asthma,"Allergic bronchitis, Allergic: bronchitis NOS, Allergic: rhinitis with asthma, Atopic asthma, Extrinsic allergic asthma, Hay fever with asthma, "
599,"1.3.11","1.3.11 Cancers",CA05,Liver Cancer,1038,C22,C22,Malignant neoplasm of liver and intrahepatic bile ducts,''
600,"1.3.11","1.3.11 Cancers",CA05,Liver Cancer,1039,C22.0,C220,Liver cell carcinoma,"Malignant neoplasm: Liver cell carcinoma, Hepatocellular carcinoma, Hepatoma, "
601,"1.3.11","1.3.11 Cancers",CA05,Liver Cancer,1040,C22.1,C221,Intrahepatic bile duct carcinoma,"Malignant neoplasm: Intrahepatic bile duct carcinoma, Cholangiocarcinoma, "
602,"1.3.11","1.3.11 Cancers",CA05,Liver Cancer,1041,C22.2,C222,Hepatoblastoma,"Malignant neoplasm: Hepatoblastoma, "
603,"1.3.11","1.3.11 Cancers",CA05,Liver Cancer,1042,C22.3,C223,Angiosarcoma of liver,"Malignant neoplasm: Angiosarcoma of liver, Kupffer cell sarcoma, "
604,"1.3.11","1.3.11 Cancers",CA05,Liver Cancer,1043,C22.4,C224,Other sarcomas of liver,"Malignant neoplasm: Other sarcomas of liver, "
605,"1.3.11","1.3.11 Cancers",CA05,Liver Cancer,1044,C22.7,C227,Other specified carcinomas of liver,"Malignant neoplasm: Other specified carcinomas of liver, "
606,"1.3.11","1.3.11 Cancers",CA05,Liver Cancer,1045,C22.9,C229,"Liver, unspecified","Malignant neoplasm: Liver, unspecified, "
607,"1.3.11","1.3.11 Cancers",CA04,Lung Cancer,1084,C34,C34,Malignant neoplasm of bronchus and lung,''
608,"1.3.11","1.3.11 Cancers",CA04,Lung Cancer,1085,C34.0,C340,Main bronchus,"Malignant neoplasm: Main bronchus, Carina, Hilus (of lung), "
609,"1.3.11","1.3.11 Cancers",CA04,Lung Cancer,1086,C34.1,C341,"Upper lobe, bronchus or lung","Malignant neoplasm: Upper lobe, bronchus or lung, "
610,"1.3.11","1.3.11 Cancers",CA04,Lung Cancer,1087,C34.2,C342,"Middle lobe, bronchus or lung","Malignant neoplasm: Middle lobe, bronchus or lung, "
611,"1.3.11","1.3.11 Cancers",CA04,Lung Cancer,1088,C34.3,C343,"Lower lobe, bronchus or lung","Malignant neoplasm: Lower lobe, bronchus or lung, "
612,"1.3.11","1.3.11 Cancers",CA04,Lung Cancer,1089,C34.8,C348,Overlapping lesion of bronchus and lung,"Malignant neoplasm: Overlapping lesion of bronchus and lung, "
613,"1.3.11","1.3.11 Cancers",CA07,Kaposis Sarcoma,1148,C46.1,C461,Kaposi sarcoma of soft tissue,''
614,"1.3.11","1.3.11 Cancers",CA07,Kaposis Sarcoma,1153,C46.9,C469,"Kaposi sarcoma, unspecified",''
615,"1.3.11","1.3.11 Cancers",CA03,Breast Cancer,1179,C50,C50,Malignant neoplasm of breast,"Breast cancer, connective tissue of breast, "
616,"1.3.11","1.3.11 Cancers",CA03,Breast Cancer,1180,C50.0,C500,Nipple and areola,"Malignant neoplasm: Nipple and areola, "
617,"1.3.11","1.3.11 Cancers",CA03,Breast Cancer,1181,C50.1,C501,Central portion of breast,"Malignant neoplasm: Central portion of breast, "
618,"1.3.11","1.3.11 Cancers",CA03,Breast Cancer,1182,C50.2,C502,Upper-inner quadrant of breast,"Malignant neoplasm: Upper-inner quadrant of breast, "
619,"1.3.11","1.3.11 Cancers",CA03,Breast Cancer,1183,C50.3,C503,Lower-inner quadrant of breast,"Malignant neoplasm: Lower-inner quadrant of breast, "
620,"1.3.11","1.3.11 Cancers",CA03,Breast Cancer,1184,C50.4,C504,Upper-outer quadrant of breast,"Malignant neoplasm: Upper-outer quadrant of breast, "
621,"1.3.11","1.3.11 Cancers",CA03,Breast Cancer,1185,C50.5,C505,Lower-outer quadrant of breast,"Malignant neoplasm: Lower-outer quadrant of breast, "
622,"1.3.11","1.3.11 Cancers",CA03,Breast Cancer,1186,C50.6,C506,Axillary tail of breast,"Malignant neoplasm: Axillary tail of breast, "
623,"1.3.11","1.3.11 Cancers",CA03,Breast Cancer,1187,C50.8,C508,Overlapping lesion of breast,"Malignant neoplasm: Overlapping lesion of breast, "
624,"1.3.11","1.3.11 Cancers",CA03,Breast Cancer,1188,C50.9,C509,"Breast, unspecified","Malignant neoplasm: Breast, unspecified, "
625,"1.3.11","1.3.11 Cancers",CA07,Kaposis Sarcoma,1149,C46.2,C462,Kaposi sarcoma of palate,''
626,"1.3.11","1.3.11 Cancers",CA07,Kaposis Sarcoma,1150,C46.3,C463,Kaposi sarcoma of lymph nodes,''
627,"1.3.11","1.3.11 Cancers",CA07,Kaposis Sarcoma,1151,C46.7,C467,Kaposi sarcoma of other sites,''
628,"1.3.11","1.3.11 Cancers",CA06,Colon Cancer,1020,C18,C18,Malignant neoplasm of colon,''
629,"1.3.11","1.3.11 Cancers",CA01,Cervical Cancer,1196,C53,C53,Malignant neoplasm of cervix uteri,''
630,"1.3.11","1.3.11 Cancers",CA06,Colon Cancer,1021,C18.0,C180,Caecum,"Malignant neoplasm: Caecum, Ileocaecal valve, "
631,"1.3.11","1.3.11 Cancers",CA01,Cervical Cancer,1197,C53.0,C530,Endocervix,"Malignant neoplasm: Endocervix, "
633,"1.3.11","1.3.11 Cancers",CA01,Cervical Cancer,1199,C53.8,C538,Overlapping lesion of cervix uteri,"Malignant neoplasm: Overlapping lesion of cervix uteri, "
634,"1.3.11","1.3.11 Cancers",CA01,Cervical Cancer,1200,C53.9,C539,"Cervix uteri, unspecified","Malignant neoplasm: Cervix uteri, unspecified, "
635,"1.3.11","1.3.11 Cancers",CA02,Prostate Cancer,1226,C61,C61,Malignant neoplasm of prostate,"Prostate cancer, "
636,"1.3.11","1.3.11 Cancers",CA08,Other Cancers,1343,C79.9,C799,"Secondary malignant neoplasm, unspecified site","Carcinomatosis (secondary), Disseminated (secondary): cancer NOS, Disseminated (secondary): malignancy NOS, Generalized (secondary): cancer NOS, Generalized (secondary): malignancy NOS, Multiple secondary cancer NOS, Sarcomatosis (secondary) NOS, "
637,"1.3.11","1.3.11 Cancers",CA06,Colon Cancer,1022,C18.1,C181,Appendix,"Malignant neoplasm: Appendix, "
638,"1.3.11","1.3.11 Cancers",CA04,Lung Cancer,1090,C34.9,C349,"Bronchus or lung, unspecified","Malignant neoplasm: Bronchus or lung, unspecified, "
639,"1.3.11","1.3.11 Cancers",CA06,Colon Cancer,1023,C18.2,C182,Ascending colon,"Malignant neoplasm: Ascending colon, "
640,"1.3.11","1.3.11 Cancers",CA07,Kaposis Sarcoma,1152,C46.8,C468,Kaposi sarcoma of multiple organs,''
641,"1.3.11","1.3.11 Cancers",CA06,Colon Cancer,1024,C18.3,C183,Hepatic flexure,"Malignant neoplasm: Hepatic flexure, "
642,"1.3.11","1.3.11 Cancers",CA06,Colon Cancer,1025,C18.4,C184,Transverse colon,"Malignant neoplasm: Transverse colon, "
643,"1.3.11","1.3.11 Cancers",CA06,Colon Cancer,1026,C18.5,C185,Splenic flexure,"Malignant neoplasm: Splenic flexure, "
644,"1.3.11","1.3.11 Cancers",CA06,Colon Cancer,1027,C18.6,C186,Descending colon,"Malignant neoplasm: Descending colon, "
645,"1.3.11","1.3.11 Cancers",CA06,Colon Cancer,1028,C18.7,C187,Sigmoid colon,"Malignant neoplasm: Sigmoid colon, Sigmoid (flexure), "
646,"1.3.11","1.3.11 Cancers",CA06,Colon Cancer,1029,C18.8,C188,Overlapping lesion of colon,"Malignant neoplasm: Overlapping lesion of colon, "
647,"1.3.11","1.3.11 Cancers",CA06,Colon Cancer,1030,C18.9,C189,"Colon, unspecified","Malignant neoplasm: Colon, unspecified, Large intestine NOS, "
651,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,3734,I10,I10,Essential (primary) hypertension,"Primary hypertension, High blood pressure, Hypertension (arterial)(benign)(essential)(malignant)(primary)(systemic), "
652,"1.3.16","1.3.16 Cardiovascular diseases",CV03,Heart failure,3925,I50.9,I509,"Heart failure, unspecified","Cardiac, heart or myocardial failure NOS, "
653,"1.3.16","1.3.16 Cardiovascular diseases",CV05,Rheumatic Heart Diseases,3732,I09.8,I098,Other specified rheumatic heart diseases,"Rheumatic disease of pulmonary valve, "
654,"1.3.16","1.3.16 Cardiovascular diseases",CV05,Rheumatic Heart Diseases,3728,I09,I09,Other rheumatic heart diseases,''
655,"1.3.16","1.3.16 Cardiovascular diseases",CV07,Other Cardiovascular Diseases,3935,I51.8,I518,Other ill-defined heart diseases,"Carditis (acute)(chronic), Pancarditis (acute)(chronic), "
656,"1.3.16","1.3.16 Cardiovascular diseases",CV07,Other Cardiovascular Diseases,3933,I51.6,I516,"Cardiovascular disease, unspecified","Cardiovascular accident NOS, "
657,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,6531,O10.9,O109,"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium",''
658,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,6530,O10.4,O104,"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium","Any condition in I15.- specified as a reason for obstetric care during pregnancy, childbirth or the puerperium, "
659,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,6526,O10.0,O100,"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium","Any condition in I10 specified as a reason for obstetric care during pregnancy, childbirth or the puerperium, "
660,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,6525,O10,O10,"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium","the listed conditions with pre-existing proteinuria, "
661,"1.3.16","1.3.16 Cardiovascular diseases",CV05,Rheumatic Heart Diseases,3699,I01.9,I019,"Acute rheumatic heart disease, unspecified","Any condition in I00 with unspecified type of heart involvement, Rheumatic: carditis, acute, Rheumatic: heart disease, active or acute, "
662,"1.3.16","1.3.16 Cardiovascular diseases",CV05,Rheumatic Heart Diseases,3698,I01.8,I018,Other acute rheumatic heart disease,"Any condition in I00 with other or multiple types of heart involvement, Acute rheumatic pancarditis, "
663,"1.3.16","1.3.16 Cardiovascular diseases",CV01,Stroke/Cardiovascular Accident(CVA),3976,I64,I64,"Stroke, not specified as haemorrhage or infarction","Cerebrovascular accident NOS, "
664,"1.3.16","1.3.16 Cardiovascular diseases",CV03,Heart failure,3923,I50.0,I500,Congestive heart failure,"CCF, Congestive heart disease, Right ventricular failure (secondary to left heart failure), "
665,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,3215,G93.2,G932,Benign intracranial hypertension,''
666,"1.3.16","1.3.16 Cardiovascular diseases",CV01,Stroke/Cardiovascular Accident(CVA),3027,G46.3,G463,Brain stem stroke syndrome,"Syndrome: Benedikt, Syndrome: Claude, Syndrome: Foville, Syndrome: Millard-Gubler, Syndrome: Wallenberg, Syndrome: Weber, "
667,"1.3.16","1.3.16 Cardiovascular diseases",CV03,Heart failure,3922,I50,I50,Heart failure,''
668,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,4835,K76.6,K766,Portal hypertension,''
669,"1.3.16","1.3.16 Cardiovascular diseases",CV01,Stroke/Cardiovascular Accident(CVA),3028,G46.4,G464,Cerebellar stroke syndrome,''
670,"1.3.16","1.3.16 Cardiovascular diseases",CV07,Other Cardiovascular Diseases,3800,I27.8,I278,Other specified pulmonary heart diseases,''
671,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,3799,I27.2,I272,Other secondary pulmonary hypertension,''
672,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,7119,P29.2,P292,Neonatal hypertension,''
673,"1.3.16","1.3.16 Cardiovascular diseases",CV05,Rheumatic Heart Diseases,3733,I09.9,I099,"Rheumatic heart disease, unspecified","Rheumatic: carditis, Rheumatic: heart failure, "
674,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,3797,I27.0,I270,Primary pulmonary hypertension,''
675,"1.3.16","1.3.16 Cardiovascular diseases",CV07,Other Cardiovascular Diseases,3796,I27,I27,Other pulmonary heart diseases,''
676,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,8048,R03.0,R030,"Elevated blood-pressure reading, without diagnosis of hypertension",''
1006,"1.3.12","1.3.12 Physiotherapy",PT05,Chest trauma/Injury,8072,R07.4,R074,"Chest pain, unspecified",''
677,"1.3.16","1.3.16 Cardiovascular diseases",CV06,Chronic Heart Diseases,3792,I25.9,I259,"Chronic ischaemic heart disease, unspecified","Ischaemic heart disease (chronic) NOS, "
678,"1.3.16","1.3.16 Cardiovascular diseases",CV04,Ischemic Heart Diseases,3789,I25.5,I255,Ischaemic cardiomyopathy,''
679,"1.3.16","1.3.16 Cardiovascular diseases",CV04,Ischemic Heart Diseases,3782,I24.9,I249,"Acute ischaemic heart disease, unspecified","Acute coronary syndrome, "
680,"1.3.16","1.3.16 Cardiovascular diseases",CV04,Ischemic Heart Diseases,3781,I24.8,I248,Other forms of acute ischaemic heart disease,"Coronary: failure, Coronary: insufficiency, "
681,"1.3.16","1.3.16 Cardiovascular diseases",CV04,Ischemic Heart Diseases,3778,I24,I24,Other acute ischaemic heart diseases,''
682,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,3751,I15.9,I159,"Secondary hypertension, unspecified",''
683,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,3750,I15.8,I158,Other secondary hypertension,''
684,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,3748,I15.1,I151,Hypertension secondary to other renal disorders,''
685,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM02,Thyroid Disease,2025,E06.9,E069,"Thyroiditis, unspecified",''
686,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2075,E14,E14,Unspecified diabetes mellitus,"Diabetes Mellitus, diabetes NOS, "
687,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM03,Other Endocrine and Metabolic Diseases,2382,E88.8,E888,Other specified metabolic disorders,"Launois-Bensaude adenolipomatosis, Trimethylaminuria, "
688,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM03,Other Endocrine and Metabolic Diseases,2383,E88.9,E889,"Metabolic disorder, unspecified",''
689,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM03,Other Endocrine and Metabolic Diseases,2384,E89,E89,"Postprocedural endocrine and metabolic disorders, not elsewhere classified",''
690,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2074,E13.9,E139,Other specified diabetes mellitus: Without complications,""
691,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2073,E13.8,E138,Other specified diabetes mellitus: With unspecified complications,""
692,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2072,E13.7,E137,Other specified diabetes mellitus: With multiple complications,""
693,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2071,E13.6,E136,Other specified diabetes mellitus: With other specified complications,""
694,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2070,E13.5,E135,Other specified diabetes mellitus: With peripheral circulatory complications,""
695,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2069,E13.4,E134,Other specified diabetes mellitus: With neurological complications,""
696,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2068,E13.3,E133,Other specified diabetes mellitus: With ophthalmic complications,""
697,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2067,E13.2,E132,Other specified diabetes mellitus: With renal complications,""
698,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2066,E13.1,E131,Other specified diabetes mellitus: With ketoacidosis,""
699,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2065,E13.0,E130,Other specified diabetes mellitus: With coma,""
700,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2064,E13,E13,Other specified diabetes mellitus,''
701,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2063,E12.9,E129,Malnutrition-related diabetes mellitus: Without complications,""
702,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2062,E12.8,E128,Malnutrition-related diabetes mellitus: With unspecified complications,""
703,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2061,E12.7,E127,Malnutrition-related diabetes mellitus: With multiple complications,""
704,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2060,E12.6,E126,Malnutrition-related diabetes mellitus: With other specified complications,""
705,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2059,E12.5,E125,Malnutrition-related diabetes mellitus: With peripheral circulatory complications,""
706,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2058,E12.4,E124,Malnutrition-related diabetes mellitus: With neurological complications,""
707,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2057,E12.3,E123,Malnutrition-related diabetes mellitus: With ophthalmic complications,""
708,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2056,E12.2,E122,Malnutrition-related diabetes mellitus: With renal complications,""
709,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2055,E12.1,E121,Malnutrition-related diabetes mellitus: With ketoacidosis,""
710,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2054,E12.0,E120,Malnutrition-related diabetes mellitus: With coma,""
711,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2053,E12,E12,Malnutrition-related diabetes mellitus,"malnutrition-related diabetes mellitus: type 1, malnutrition-related diabetes mellitus: type 2, "
712,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2052,E11.9,E119,Non-insulin-dependent diabetes mellitus: Without complications,Type 2 diabetes
713,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2051,E11.8,E118,Non-insulin-dependent diabetes mellitus: With unspecified complications,""
714,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2050,E11.7,E117,Non-insulin-dependent diabetes mellitus: With multiple complications,""
715,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2049,E11.6,E116,Non-insulin-dependent diabetes mellitus: With other specified complications,""
716,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2048,E11.5,E115,Non-insulin-dependent diabetes mellitus: With peripheral circulatory complications,""
717,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2047,E11.4,E114,Non-insulin-dependent diabetes mellitus: With neurological complications,""
718,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2046,E11.3,E113,Non-insulin-dependent diabetes mellitus: With ophthalmic complications,""
719,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2045,E11.2,E112,Non-insulin-dependent diabetes mellitus: With renal complications,""
720,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2044,E11.1,E111,Non-insulin-dependent diabetes mellitus: With ketoacidosis,Type 2 diabetes: with ketoacidosis
721,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2043,E11.0,E110,Non-insulin-dependent diabetes mellitus: With coma,Diabetic coma (type 2 diabetes)
722,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2042,E11,E11,Type 2 diabetes mellitus,"diabetes (mellitus)(nonobese)(obese): adult-onset, diabetes (mellitus)(nonobese)(obese): maturity-onset, diabetes (mellitus)(nonobese)(obese): nonketotic, diabetes (mellitus)(nonobese)(obese): stable, non-insulin-dependent diabetes of the young, "
723,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2041,E10.9,E109,Insulin-dependent diabetes mellitus: Without complications,Type 1 diabetes
724,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2040,E10.8,E108,Insulin-dependent diabetes mellitus: With unspecified complications,""
725,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2039,E10.7,E107,Insulin-dependent diabetes mellitus: With multiple complications,""
726,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2038,E10.6,E106,Insulin-dependent diabetes mellitus: With other specified complications,""
727,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2037,E10.5,E105,Insulin-dependent diabetes mellitus: With peripheral circulatory complications,""
728,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2036,E10.4,E104,Insulin-dependent diabetes mellitus: With neurological complications,""
729,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2035,E10.3,E103,Insulin-dependent diabetes mellitus: With ophthalmic complications,""
730,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2034,E10.2,E102,Insulin-dependent diabetes mellitus: With renal complications,""
731,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2033,E10.1,E101,Insulin-dependent diabetes mellitus: With ketoacidosis,Type 1 diabetes: with ketoacidosis
922,"1.3.9 ","1.3.9 Neurological Disorders",NE02,Dysarthria or Speech Disorder due to stroke,8209,R47.1,R471,Dysarthria and anarthria,''
732,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM02,Thyroid Disease,2385,E89.0,E890,Postprocedural hypothyroidism,"Postirradiation hypothyroidism, Postsurgical hypothyroidism, "
733,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM03,Other Endocrine and Metabolic Diseases,2392,E89.8,E898,Other postprocedural endocrine and metabolic disorders,''
734,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM03,Other Endocrine and Metabolic Diseases,2394,E90,E90,Nutritional and metabolic disorders in diseases classified elsewhere,''
735,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2032,E10.0,E100,Insulin-dependent diabetes mellitus: With coma,Diabetic coma (Type 1 diabetes)
736,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2031,E10,E10,Type 1 diabetes mellitus,"diabetes (mellitus): brittle, diabetes (mellitus): juvenile-onset, diabetes (mellitus): ketosis-prone, "
737,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2078,E14.2,E142,Unspecified diabetes mellitus: With renal complications,""
738,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2077,E14.1,E141,Unspecified diabetes mellitus: With ketoacidosis,""
739,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2076,E14.0,E140,Unspecified diabetes mellitus: With coma,""
740,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM02,Thyroid Disease,2024,E06.5,E065,Other chronic thyroiditis,"Thyroiditis: chronic: NOS, Thyroiditis: chronic: fibrous, Thyroiditis: ligneous, Thyroiditis: Riedel, "
741,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM02,Thyroid Disease,2018,E06,E06,Thyroiditis,''
742,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM02,Thyroid Disease,2011,E05.1,E051,Thyrotoxicosis with toxic single thyroid nodule,"Thyrotoxicosis with toxic uninodular goitre, "
743,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2079,E14.3,E143,Unspecified diabetes mellitus: With ophthalmic complications,""
744,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2080,E14.4,E144,Unspecified diabetes mellitus: With neurological complications,""
745,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2081,E14.5,E145,Unspecified diabetes mellitus: With peripheral circulatory complications,""
746,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2082,E14.6,E146,Unspecified diabetes mellitus: With other specified complications,""
747,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2083,E14.7,E147,Unspecified diabetes mellitus: With multiple complications,""
748,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2084,E14.8,E148,Unspecified diabetes mellitus: With unspecified complications,""
749,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM01,Diabetes mellitus,2085,E14.9,E149,Unspecified diabetes mellitus: Without complications,""
750,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM03,Other Endocrine and Metabolic Diseases,2173,E34,E34,Other endocrine disorders,''
751,"1.3.17","1.3.17 Endocrine and MetabolicDisorders",EM02,Thyroid Disease,2002,E03.9,E039,"Hypothyroidism, unspecified","Myxoedema NOS, "
