"id","section_id","section_name","hmis_code","hmis_name","disease_id","five_character_icd_code","four_character_icd_code","disease_name","simplified_name"
149,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD12,Pneumonia,4189,J12.1,J121,Respiratory syncytial virus pneumonia,''
150,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD12,Pneumonia,4188,J12.0,J120,Adenoviral pneumonia,''
151,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD12,Pneumonia,4187,J12,J12,"Viral pneumonia, not elsewhere classified","Viral Pneumonia, bronchopneumonia due to viruses other than influenza viruses, "
152,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD12,Pneumonia,4184,J11.0,J110,"Influenza with pneumonia, virus not identified","Influenzal (broncho)pneumonia, unspecified or specific virus not identified, "
153,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD12,Pneumonia,4180,J10.0,J100,"Influenza with pneumonia, seasonal influenza virus identified","Influenzal (broncho)pneumonia, seasonal influenza virus identified, "
154,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD11,No pneumonia - Cough or cold,4150,J00,J00,Acute nasopharyngitis [common cold],"Common Cold, Coryza (acute), Nasal catarrh, acute, Nasopharyngitis: NOS, Nasopharyngitis: infective NOS, Rhinitis: acute, Rhinitis: infective, "
155,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2879,G03.9,G039,"Meningitis, unspecified","Meningitis, Arachnoiditis (spinal) NOS, "
156,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2878,G03.8,G038,Meningitis due to other specified causes,''
157,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2877,G03.2,G032,Benign recurrent meningitis [Mollaret],''
158,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2876,G03.1,G031,Chronic meningitis,''
159,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2875,G03.0,G030,Nonpyogenic meningitis,"Nonbacterial meningitis, "
160,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2874,G03,G03,Meningitis due to other and unspecified causes,"arachnoiditis due to other and unspecified causes, leptomeningitis due to other and unspecified causes, meningitis due to other and unspecified causes, pachymeningitis due to other and unspecified causes, "
161,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2873,G02.8,G028,Meningitis in other specified infectious and parasitic diseases classified elsewhere,"Meningitis due to: African trypanosomiasis, Meningitis due to: Chagas disease (chronic), "
162,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2872,G02.1,G021,Meningitis in mycoses,"Meningitis (in): candidal, Meningitis (in): coccidioidomycosis, Meningitis (in): cryptococcal, "
163,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2871,G02.0,G020,Meningitis in viral diseases classified elsewhere,"Meningitis (due to): adenoviral, Meningitis (due to): enteroviral, Meningitis (due to): herpesviral [herpes simplex], Meningitis (due to): infectious mononucleosis, Meningitis (due to): measles, Meningitis (due to): mumps, Meningitis (due to): rubella, Meningitis (due to): varicella [chickenpox], Meningitis (due to): zoster, "
164,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2870,G02,G02,Meningitis in other infectious and parasitic diseases classified elsewhere,''
165,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2866,G00.3,G003,Staphylococcal meningitis,''
166,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2865,G00.2,G002,Streptococcal meningitis,''
167,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2864,G00.1,G001,Pneumococcal meningitis,''
168,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD09,Hematological Meningitis,2863,G00.0,G000,Haemophilus meningitis,"Meningitis due to Haemophilus influenzae, "
169,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,2863,G00.0,G000,Haemophilus meningitis,"Meningitis due to Haemophilus influenzae, "
170,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD14,Skin Diseases,12074,Z94.5,Z945,Skin transplant status,"Autogenous skin transplant status, "
171,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,466,B00.3,B003,Herpesviral meningitis,''
172,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,473,B01.0,B010,Varicella meningitis,''
173,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD12,Pneumonia,475,B01.2,B012,Varicella pneumonia,''
174,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,480,B02.1,B021,Zoster meningitis,''
175,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,490,B05.1,B051,Measles complicated by meningitis,"Postmeasles meningitis, "
176,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD14,Skin Diseases,11175,Y56,Y56,"Topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological and dental drugs","glucocorticoids, topically used, "
177,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,571,B26.1,B261,Mumps meningitis,''
178,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,626,B37.5,B375,Candidal meningitis,''
179,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,636,B38.4,B384,Coccidioidomycosis meningitis,''
180,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD03,Urethral discharges,8159,R36,R36,Urethral discharge,"UD, Penile discharge, Urethrorrhoea, "
181,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD16,Sleeping sickness,732,B56,B56,African trypanosomiasis,''
182,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD16,Sleeping sickness,733,B56.0,B560,Gambiense trypanosomiasis,"Infection due to Trypanosoma brucei gambiense, West African sleeping sickness, "
183,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD16,Sleeping sickness,734,B56.1,B561,Rhodesiense trypanosomiasis,"East African sleeping sickness, Infection due to Trypanosoma brucei rhodesiense, "
184,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD16,Sleeping sickness,735,B56.9,B569,"African trypanosomiasis, unspecified","Sleeping sickness NOS, Trypanosomiasis NOS, in places where African trypanosomiasis is prevalent, "
185,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD12,Pneumonia,4223,J20.0,J200,Acute bronchitis due to Mycoplasma pneumoniae,''
186,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD02,Diarrhea-Persistent,7636,Q43.7,Q437,Persistent cloaca,"Cloaca NOS, "
187,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD01,Diarrhea-Acute,7274,P78.3,P783,Noninfective neonatal diarrhoea,''
188,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD08,Intestinal Worms,812,B76,B76,Hookworm diseases,"uncinariasis, "
189,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD08,Intestinal Worms,815,B76.8,B768,Other hookworm diseases,''
190,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD08,Intestinal Worms,816,B76.9,B769,"Hookworm disease, unspecified","Cutaneous larva migrans NOS, "
191,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD08,Intestinal Worms,826,B79,B79,Trichuriasis,"Whipworm, Trichocephaliasis, Whipworm (disease)(infection), "
192,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD08,Intestinal Worms,835,B82,B82,Unspecified intestinal parasitism,''
193,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD08,Intestinal Worms,836,B82.0,B820,"Intestinal helminthiasis, unspecified","Roundworm, "
194,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD08,Intestinal Worms,837,B82.9,B829,"Intestinal parasitism, unspecified",''
195,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),7154,P39.3,P393,Neonatal urinary tract infection,''
196,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6106,N27,N27,Small kidney of unknown cause,''
197,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,93,A17.0,A170,Tuberculous meningitis,"Tuberculosis of meninges (cerebral)(spinal), Tuberculous leptomeningitis, "
198,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,117,A20.3,A203,Plague meningitis,''
199,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD18,Brucellosis,136,A23,A23,Brucellosis,"fever: Malta, fever: Mediterranean, fever: undulant, "
200,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD18,Brucellosis,137,A23.0,A230,Brucellosis due to Brucella melitensis,''
201,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD18,Brucellosis,138,A23.1,A231,Brucellosis due to Brucella abortus,''
202,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD18,Brucellosis,139,A23.2,A232,Brucellosis due to Brucella suis,''
203,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD18,Brucellosis,140,A23.3,A233,Brucellosis due to Brucella canis,''
204,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD18,Brucellosis,141,A23.8,A238,Other brucellosis,''
205,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD18,Brucellosis,142,A23.9,A239,"Brucellosis, unspecified",''
206,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,184,A32.1,A321,Listerial meningitis and meningoencephalitis,"Listerial: meningitis, Listerial: meningoencephalitis, "
207,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD15,Tetanus (over 28 days),188,A33,A33,Tetanus neonatorum,"Neonatal tetanus, "
208,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,205,A39.0,A390,Meningococcal meningitis,Meningococcal Meningitis
209,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),291,A54.0,A540,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,"Gonococcal: cervicitis NOS, Gonococcal: cystitis NOS, Gonococcal: urethritis NOS, Gonococcal: vulvovaginitis NOS, "
210,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),292,A54.1,A541,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,"Gonococcal Bartholin gland abscess, "
211,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD05,Sexually Transmitted Infection due to (Sexual Gender Based Violence),301,A56,A56,Other sexually transmitted chlamydial diseases,"sexually transmitted diseases due to Chlamydia trachomatis, "
212,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),302,A56.0,A560,Chlamydial infection of lower genitourinary tract,"Chlamydial: cervicitis, Chlamydial: cystitis, Chlamydial: urethritis, Chlamydial: vulvovaginitis, "
213,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),304,A56.2,A562,"Chlamydial infection of genitourinary tract, unspecified",''
648,"1.3.16","1.3.16 Cardiovascular diseases",CV02,Hypertension,3749,I15.2,I152,Hypertension secondary to endocrine disorders,''
214,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD06,Other Sexually Transmitted Infections,307,A56.8,A568,Sexually transmitted chlamydial infection of other sites,''
215,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD06,Other Sexually Transmitted Infections,318,A63,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified",''
216,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD06,Other Sexually Transmitted Infections,320,A63.8,A638,Other specified predominantly sexually transmitted diseases,''
217,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD05,Sexually Transmitted Infection due to (Sexual Gender Based Violence),321,A64,A64,Unspecified sexually transmitted disease,"Venereal disease NOS, "
218,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD14,Skin Diseases,12163,L98.7,L987,Excessive and redundant skin and subcutaneous tissue,"Loose or sagging skin: NOS, Loose or sagging skin: following weight loss (bariatric surgery)(dietary), "
219,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD14,Skin Diseases,12159,K64.4,K644,Residual haemorrhoidal skin tags,"Skin tags of anus, "
220,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,416,A87,A87,Viral meningitis,''
221,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,417,A87.0,A870,Enteroviral meningitis,"Coxsackievirus meningitis, Echovirus meningitis, "
222,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,418,A87.1,A871,Adenoviral meningitis,''
223,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,419,A87.2,A872,Lymphocytic choriomeningitis,"Lymphocytic meningoencephalitis, "
224,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,420,A87.8,A878,Other viral meningitis,''
225,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD10,Other types of meningitis,421,A87.9,A879,"Viral meningitis, unspecified",''
226,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6103,N25.8,N258,Other disorders resulting from impaired renal tubular function,"Lightwood-Albright syndrome, Renal tubular acidosis NOS, Secondary hyperparathyroidism of renal origin, "
227,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6100,N25,N25,Disorders resulting from impaired renal tubular function,''
228,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6097,N22.0,N220,Urinary calculus in schistosomiasis [bilharziasis],''
229,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6094,N21.8,N218,Other lower urinary tract calculus,''
230,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6091,N21,N21,Calculus of lower urinary tract,"with cystitis and urethritis, "
231,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD01,Diarrhea-Acute,4730,K59.1,K591,Functional diarrhoea,''
232,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD01,Diarrhea-Acute,4726,K58.0,K580,Irritable bowel syndrome with diarrhoea,''
233,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD01,Diarrhea-Acute,4700,K52.9,K529,"Noninfective gastroenteritis and colitis, unspecified","Diarrhoea specified as noninfectious, Enteritis specified as noninfectious, Ileitis specified as noninfectious, Jejunitis specified as noninfectious, Sigmoiditis specified as noninfectious, "
234,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD01,Diarrhea-Acute,4624,K31.0,K310,Acute dilatation of stomach,"Acute distension of stomach, "
235,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD12,Pneumonia,4380,J85.1,J851,Abscess of lung with pneumonia,''
236,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6947,P00.1,P001,Fetus and newborn affected by maternal renal and urinary tract diseases,"Fetus or newborn affected by maternal conditions classifiable to N00-N39, "
237,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6866,O86.3,O863,Other genitourinary tract infections following delivery,"Puerperal genitourinary tract infection NOS, "
238,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6865,O86.2,O862,Urinary tract infection following delivery,"Conditions in N10-N12, N15.-, N30.-, N34.-, N39.0 following delivery, "
239,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6575,O23.9,O239,Other and unspecified genitourinary tract infection in pregnancy,"Genitourinary tract infection in pregnancy NOS, "
240,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6573,O23.4,O234,Unspecified infection of urinary tract in pregnancy,"UTI In pregnancy, "
241,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6572,O23.3,O233,Infections of other parts of urinary tract in pregnancy,''
242,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD07,Urinary Tract Infections(UTI),6568,O23,O23,Infections of genitourinary tract in pregnancy,''
243,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD04,Genital ulcers,6283,N76.6,N766,Ulceration of vulva,"Genital Ulcer Disease (GUD), "
244,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD04,Genital ulcers,6282,N76.5,N765,Ulceration of vagina,''
245,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD17,Pelvic Inflammatory Disease(PID),6270,N74.8,N748,Female pelvic inflammatory disorders in other diseases classified elsewhere,''
246,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD17,Pelvic Inflammatory Disease(PID),6269,N74.4,N744,Female chlamydial pelvic inflammatory disease,''
247,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD17,Pelvic Inflammatory Disease(PID),6268,N74.3,N743,Female gonococcal pelvic inflammatory disease,''
248,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD17,Pelvic Inflammatory Disease(PID),6267,N74.2,N742,Female syphilitic pelvic inflammatory disease,''
249,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD17,Pelvic Inflammatory Disease(PID),6266,N74.1,N741,Female tuberculous pelvic inflammatory disease,"Tuberculous endometritis, "
250,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD17,Pelvic Inflammatory Disease(PID),6264,N74,N74,Female pelvic inflammatory disorders in diseases classified elsewhere,''
251,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD17,Pelvic Inflammatory Disease(PID),6263,N73.9,N739,"Female pelvic inflammatory disease, unspecified","PID, Female pelvic infection or inflammation NOS, "
252,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD17,Pelvic Inflammatory Disease(PID),6262,N73.8,N738,Other specified female pelvic inflammatory diseases,''
253,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD17,Pelvic Inflammatory Disease(PID),6254,N73,N73,Other female pelvic inflammatory diseases,''
254,"1.3.2 ","1.3.2 Other Infectious/Communicable Diseases",CD04,Genital ulcers,6205,N48.5,N485,Ulcer of penis,''
255,"1.3.3 ","1.3.3 Neonatal Diseases",ND03,Neonatal Pneumonia (0-7days),7076,P23.1,P231,Congenital pneumonia due to Chlamydia,''
256,"1.3.3 ","1.3.3 Neonatal Diseases",ND03,Neonatal Pneumonia (0-7days),7075,P23.0,P230,Congenital pneumonia due to viral agent,''
257,"1.3.3 ","1.3.3 Neonatal Diseases",ND03,Neonatal Pneumonia (0-7days),7074,P23,P23,Congenital pneumonia,"infective pneumonia acquired in utero or during birth, "
258,"1.3.3 ","1.3.3 Neonatal Diseases",ND06,Neonatal Jaundice,7214,P59.0,P590,Neonatal jaundice associated with preterm delivery,"Hyperbilirubinaemia of prematurity, Jaundice due to delayed conjugation associated with preterm delivery, "
259,"1.3.3 ","1.3.3 Neonatal Diseases",ND05,Neonatal Meningitis,7140,P37,P37,Other congenital infectious and parasitic diseases,''
260,"1.3.3 ","1.3.3 Neonatal Diseases",ND06,Neonatal Jaundice,7216,P59.2,P592,Neonatal jaundice from other and unspecified hepatocellular damage,"Fetal or neonatal giant cell hepatitis, Fetal or neonatal (idiopathic) hepatitis, "
261,"1.3.3 ","1.3.3 Neonatal Diseases",ND07,Premature baby (as a condition for management),6689,O42.9,O429,"Premature rupture of membranes, unspecified","Premature delivery, "
262,"1.3.3 ","1.3.3 Neonatal Diseases",ND06,Neonatal Jaundice,7217,P59.3,P593,Neonatal jaundice from breast milk inhibitor,''
263,"1.3.3 ","1.3.3 Neonatal Diseases",ND06,Neonatal Jaundice,7218,P59.8,P598,Neonatal jaundice from other specified causes,''
264,"1.3.3 ","1.3.3 Neonatal Diseases",ND06,Neonatal Jaundice,7219,P59.9,P599,"Neonatal jaundice, unspecified","Physiological jaundice (intense)(prolonged) NOS, "
265,"1.3.3 ","1.3.3 Neonatal Diseases",ND08,Other Neonatal Conditions,7236,P70.4,P704,Other neonatal hypoglycaemia,"Transitory neonatal hypoglycaemia, "
266,"1.3.3 ","1.3.3 Neonatal Diseases",ND08,Other Neonatal Conditions,7272,P78.1,P781,Other neonatal peritonitis,"Neonatal peritonitis NOS, "
267,"1.3.3 ","1.3.3 Neonatal Diseases",ND01,Neonatal Sepsis(0-7days),7138,P36.8,P368,Other bacterial sepsis of newborn,''
268,"1.3.3 ","1.3.3 Neonatal Diseases",ND08,Other Neonatal Conditions,7182,P54,P54,Other neonatal haemorrhages,''
269,"1.3.3 ","1.3.3 Neonatal Diseases",ND08,Other Neonatal Conditions,7186,P54.3,P543,Other neonatal gastrointestinal haemorrhage,''
270,"1.3.3 ","1.3.3 Neonatal Diseases",ND06,Neonatal Jaundice,7204,P58,P58,Neonatal jaundice due to other excessive haemolysis,''
271,"1.3.3 ","1.3.3 Neonatal Diseases",ND06,Neonatal Jaundice,7205,P58.0,P580,Neonatal jaundice due to bruising,''
272,"1.3.3 ","1.3.3 Neonatal Diseases",ND06,Neonatal Jaundice,7206,P58.1,P581,Neonatal jaundice due to bleeding,''
273,"1.3.3 ","1.3.3 Neonatal Diseases",ND06,Neonatal Jaundice,7207,P58.2,P582,Neonatal jaundice due to infection,''
274,"1.3.3 ","1.3.3 Neonatal Diseases",ND06,Neonatal Jaundice,7208,P58.3,P583,Neonatal jaundice due to polycythaemia,''
275,"1.3.3 ","1.3.3 Neonatal Diseases",ND06,Neonatal Jaundice,7209,P58.4,P584,Neonatal jaundice due to drugs or toxins transmitted from mother or given to newborn,''
276,"1.3.3 ","1.3.3 Neonatal Diseases",ND06,Neonatal Jaundice,7210,P58.5,P585,Neonatal jaundice due to swallowed maternal blood,''
