hmis_id,hmis_code,hmis_name,hmis_section,hmis_section_id,dhis2_dataElement_id,dhis2_code,dhis2_name,dhis2_shortName,dhis2_dataset,dhis2_categoryCombo_id,dhis2_categoryOptionCombo_id,dhis2_categoryOptionCombo_name
683,TD04a,Td4-Dose 4 - Pregnant women - Static,Tetanus Vaccination,2.6.2,MLml19ikx5S,105-HT04B2_2019,105-HT04b2_2019 PITC at Community - New HIV+,105-HT04b2_2019. PITC at Community - New HIV+,HMIS 105:04-05 - OPD Monthly Report (HTS & SMC),RTw72kQmXra,IINRfWBo1HP,"40-44Yrs, Female"
684,TD04b,Td4-Dose 4 - Pregnant women - Outreach,Tetanus Vaccination,2.6.2,LFH8bUaself,105-LD10,105-LD10. Hepatitis E,105-LD10. Hepatitis E,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
685,TD05a,Td5-Dose 5 - Pregnant women - Static,Tetanus Vaccination,2.6.2,LFH8bUaself,105-LD10,105-LD10. Hepatitis E,105-LD10. Hepatitis E,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
686,TD05b,Td5-Dose 5 - Pregnant women - Outreach,Tetanus Vaccination,2.6.2,LFH8bUaself,105-LD10,105-LD10. Hepatitis E,105-LD10. Hepatitis E,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
687,TD06a,Td1-Dose 1 - Non-pregnant women - Static,Tetanus Vaccination,2.6.2,BcaD9UU4FVV,102-BD05A,102-BD05a. Beds - Men,102-BD05a. Beds - Men,,bjDvmb4bfuf,HllvX50cXC0,default
688,TD06b,Td1-Dose 1 - Non-pregnant women - Outreach,Tetanus Vaccination,2.6.2,LFH8bUaself,105-LD10,105-LD10. Hepatitis E,105-LD10. Hepatitis E,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
689,TD06c,Td1-Dose 1 - Non-pregnant women - Immunization in School,Tetanus Vaccination,2.6.2,KwdS7TztHf0,105-AN11,105-AN11. Pregnant Women receiving LLINs at ANC 1st visit,105-AN11. Pregnant Women receiving LLINs at ANC 1s,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
690,TD07a,Td2-Dose 2 - Non-pregnant women - Static,Tetanus Vaccination,2.6.2,BcaD9UU4FVV,102-BD05A,102-BD05a. Beds - Men,102-BD05a. Beds - Men,,bjDvmb4bfuf,HllvX50cXC0,default
691,TD07b,Td2-Dose 2 - Non-pregnant women - Outreach,Tetanus Vaccination,2.6.2,BcaD9UU4FVV,102-BD05A,102-BD05a. Beds - Men,102-BD05a. Beds - Men,,bjDvmb4bfuf,HllvX50cXC0,default
692,TD07c,Td2-Dose 2 - Non-pregnant women - Immunization in School,Tetanus Vaccination,2.6.2,ZjQgpP9G7m1,,105-AN20b. HIV+ pregnant women receiving ART - Newly Initiated,105-AN20b. HIV+ preg women on ART-Newly Initiated,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
693,TD08a,Td3-Dose 3 - Non-pregnant women - Static,Tetanus Vaccination,2.6.2,wWto30kHtt2,105a-VS23A,105a-VS23a. Hepatitis A - Samples Referred,105a-VS23a. Hepatitis A - Samples Referred,HMIS 105a - Specialized Outpatient monthly report,bjDvmb4bfuf,HllvX50cXC0,default
694,TD08b,Td3-Dose 3 - Non-pregnant women - Outreach,Tetanus Vaccination,2.6.2,LFH8bUaself,105-LD10,105-LD10. Hepatitis E,105-LD10. Hepatitis E,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
695,TD08c,Td3-Dose 3 - Non-pregnant women - Immunization in School,Tetanus Vaccination,2.6.2,eJjn1Av0vHI,105-SS03C,105-SS03c.Long Lasting Insecticidal Nets (LLINs) - Stock on hand,105-SS03c. LLINs - Stock on hand,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
696,TD09a,Td4-Dose 4 - Non-pregnant women - Static,Tetanus Vaccination,2.6.2,MLml19ikx5S,105-HT04B2_2019,105-HT04b2_2019 PITC at Community - New HIV+,105-HT04b2_2019. PITC at Community - New HIV+,HMIS 105:04-05 - OPD Monthly Report (HTS & SMC),RTw72kQmXra,IINRfWBo1HP,"40-44Yrs, Female"
697,TD09b,Td4-Dose 4 - Non-pregnant women - Outreach,Tetanus Vaccination,2.6.2,LFH8bUaself,105-LD10,105-LD10. Hepatitis E,105-LD10. Hepatitis E,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
698,TD09c,Td4-Dose 4 - Non-pregnant women - Immunization in School,Tetanus Vaccination,2.6.2,bYQQBS9F9Bp,105-SS14C,105-SS14c. Insulin short-acting 100IU/Ml - Stock on hand,105-SS14c. Insulin short-acting - Stock on hand,"HMIS 105:06-09 - OPD Monthly Report (Supplies, Outreaches & Supervision)",bjDvmb4bfuf,HllvX50cXC0,default
699,TD10a,Td5-Dose 5 - Non-pregnant women - Static,Tetanus Vaccination,2.6.2,BcaD9UU4FVV,102-BD05A,102-BD05a. Beds - Men,102-BD05a. Beds - Men,,bjDvmb4bfuf,HllvX50cXC0,default
700,TD10b,Td5-Dose 5 - Non-pregnant women - Outreach,Tetanus Vaccination,2.6.2,LFH8bUaself,105-LD10,105-LD10. Hepatitis E,105-LD10. Hepatitis E,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
701,TD10c,Td5-Dose 5 - Non-pregnant women - Immunization in School,Tetanus Vaccination,2.6.2,KwdS7TztHf0,105-AN11,105-AN11. Pregnant Women receiving LLINs at ANC 1st visit,105-AN11. Pregnant Women receiving LLINs at ANC 1s,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
702,WT01a,BCG - Opening Balance,Vaccine Availability and Wastage,2.6.4,JSRCj9aRZcz,105-WT01A,105-WT01a. BCG - Open Balance,105-WT01a. BCG - Open Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
703,WT01b,BCG - Received,Vaccine Availability and Wastage,2.6.4,QGoQrfDCKYl,105-WT01B,105-WT01b. BCG - Received,105-WT01b. BCG - Received,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
704,WT01c,BCG - Closing Balance,Vaccine Availability and Wastage,2.6.4,OdcboRpaL6I,105-WT01C,105-WT01c. BCG - Closing Balance,105-WT01c. BCG - Closing Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
705,WT01d,BCG - Doses wasted,Vaccine Availability and Wastage,2.6.4,OZ4bSvHFF9Y,105-WT01D,105-WT01d. BCG - Doses Wasted,105-WT01d. BCG - Doses Wasted,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",uRWvhUdjfoG,ltwvjot7N9B,Closed Vials (CV)
706,WT01e,BCG - Doses in Closed Vials,Vaccine Availability and Wastage,2.6.4,IaM4gUM4D02,105a-VS22C,105a-VS22c. Hepatitis C - Pending Results,105a-VS22c. Hepatitis C - Pending Results,HMIS 105a - Specialized Outpatient monthly report,bjDvmb4bfuf,HllvX50cXC0,default
707,WT01f,BCG - Doses in Open Vials,Vaccine Availability and Wastage,2.6.4,cigMpKykA1Q,033B-TR03,033B-TR03. Measles-Rubella Vaccine vial,033B-TR03. Measles-Rubella Vaccine vial,HMIS 033b - Weekly Epidemiological Surveillance Report,bjDvmb4bfuf,HllvX50cXC0,default
708,WT02a,Hep B zero doze - Opening Balance,Vaccine Availability and Wastage,2.6.4,mfNGTqKlfpc,105-WT02A,105-WT02a. Hep B zero doze - Open Balance,105-WT02a. Hep B zero doze - Open Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
709,WT02b,Hep B zero doze - Received,Vaccine Availability and Wastage,2.6.4,I2rc7lEpb7z,105-WT02B,105-WT02b. Hep B zero doze - Received,105-WT02b. Hep B zero doze - Received,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
710,WT02c,Hep B zero doze - Closing Balance,Vaccine Availability and Wastage,2.6.4,G6RGJzeAQlR,105-WT02C,105-WT02c. Hep B zero doze - Closing Balance,105-WT02c. Hep B zero doze - Closing Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
711,WT02d,Hep B zero doze - Doses wasted,Vaccine Availability and Wastage,2.6.4,HHj0p0Ac8A3,105-WT02D,105-WT02d. Hep B zero doze - Doses Wasted,105-WT02d. Hep B zero doze - Doses Wasted,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",uRWvhUdjfoG,ltwvjot7N9B,Closed Vials (CV)
712,WT02e,Hep B zero doze - Doses in Closed Vials,Vaccine Availability and Wastage,2.6.4,LFH8bUaself,105-LD10,105-LD10. Hepatitis E,105-LD10. Hepatitis E,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
713,WT02f,Hep B zero doze - Doses in Open Vials,Vaccine Availability and Wastage,2.6.4,LFH8bUaself,105-LD10,105-LD10. Hepatitis E,105-LD10. Hepatitis E,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
714,WT03a,Polio (OPV) - Opening Balance,Vaccine Availability and Wastage,2.6.4,ppGkYNMqWX8,105-WT03A,105-WT03a. Polio(OPV) - Opening Balance,105-WT03a. Polio(OPV) - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
715,WT03b,Polio (OPV) - Received,Vaccine Availability and Wastage,2.6.4,iPWG1C3NTi1,105-WT03B,105-WT03b. Polio(OPV)  - Received,105-WT03b. Polio(OPV)  - Received,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
716,WT03c,Polio (OPV) - Closing Balance,Vaccine Availability and Wastage,2.6.4,XQnMR1KMwT5,105-WT03C,105-WT03c. Polio(OPV)  - Closing Balance,105-WT03c. Polio(OPV)  - Closing Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
717,WT03d,Polio (OPV) - Doses wasted,Vaccine Availability and Wastage,2.6.4,SUmRVIrStBP,105-WT03D,105-WT03d. Polio(OPV)  - Doses Wasted,105-WT03d. Polio(OPV)  - Doses Wasted,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",uRWvhUdjfoG,ltwvjot7N9B,Closed Vials (CV)
718,WT03e,Polio (OPV) - Doses in Closed Vials,Vaccine Availability and Wastage,2.6.4,h1CesvbLNP7,101-BG09,101-BG09. Floor Area L x W (in M2),101-BG09. Floor Area L x W (in M2),,bjDvmb4bfuf,HllvX50cXC0,default
719,WT03f,Polio (OPV) - Doses in Open Vials,Vaccine Availability and Wastage,2.6.4,ppGkYNMqWX8,105-WT03A,105-WT03a. Polio(OPV) - Opening Balance,105-WT03a. Polio(OPV) - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
720,WT04a,IPV - Opening Balance,Vaccine Availability and Wastage,2.6.4,noDiieWFh6r,105-WT04A,105-WT04a. IPV - Opening Balance,105-WT04a. IPV - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
721,WT04b,IPV - Received,Vaccine Availability and Wastage,2.6.4,lXdHXpzOilO,105-WT04B,105-WT04b. IPV - Received,105-WT04b. IPV - Received,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
722,WT04c,IPV - Closing Balance,Vaccine Availability and Wastage,2.6.4,BrWcfdYGPXO,105-WT04C,105-WT04c. IPV - Closing Balance,105-WT04c. IPV - Closing Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
723,WT04d,IPV - Doses wasted,Vaccine Availability and Wastage,2.6.4,NjD7qC46klG,105-WT04D,105-WT04d. IPV - Doses Wasted,105-WT04d. IPV - Doses Wasted,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",uRWvhUdjfoG,ltwvjot7N9B,Closed Vials (CV)
724,WT04e,IPV - Doses in Closed Vials,Vaccine Availability and Wastage,2.6.4,zixf6a0f4zU,106a-TB18B1_2019,106a-TB18B1_2019. MTB +ve and Rif S,106a-TB18b1_2019. MTB +ve and Rif S,HMIS 106a:03 - TB/Leprosy Quarterly Report,xpNSFSr8MpW,UjrmGnCgKIk,Relapse
725,WT04f,IPV - Doses in Open Vials,Vaccine Availability and Wastage,2.6.4,noDiieWFh6r,105-WT04A,105-WT04a. IPV - Opening Balance,105-WT04a. IPV - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
726,WT05a,DPT+Hep B+Hib - Opening Balance,Vaccine Availability and Wastage,2.6.4,q0eJayyV6Js,105-WT05A,105-WT05a. DPT+HepB+Hib - Opening Balance,105-WT05a. DPT+HepB+Hib - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
727,WT05b,DPT+Hep B+Hib - Received,Vaccine Availability and Wastage,2.6.4,FLBA3T25bpz,105-WT05B,105-WT05b. DPT+HepB+Hib  - Received,105-WT05b. DPT+HepB+Hib  - Received,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
728,WT05c,DPT+Hep B+Hib - Closing Balance,Vaccine Availability and Wastage,2.6.4,mBTn9mI2Hx0,105-WT05C,105-WT05c. DPT+HepB+Hib  - Closing Balance,105-WT05c. DPT+HepB+Hib  - Closing Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
729,WT05d,DPT+Hep B+Hib - Doses wasted,Vaccine Availability and Wastage,2.6.4,Zcw2OCp00oE,105-WT05D,105-WT05d. DPT+HepB+Hib - Doses Wasted,105-WT05d. DPT+HepB+Hib - Doses Wasted,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",uRWvhUdjfoG,ltwvjot7N9B,Closed Vials (CV)
730,WT05e,DPT+Hep B+Hib - Doses in Closed Vials,Vaccine Availability and Wastage,2.6.4,wEyMlJ9Vce9,105-LD09,105-LD09. Hepatitis D,105-LD09. Hepatitis D,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
731,WT05f,DPT+Hep B+Hib - Doses in Open Vials,Vaccine Availability and Wastage,2.6.4,q0eJayyV6Js,105-WT05A,105-WT05a. DPT+HepB+Hib - Opening Balance,105-WT05a. DPT+HepB+Hib - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
732,WT06a,PCV - Opening Balance,Vaccine Availability and Wastage,2.6.4,R0JGyJ4piOh,105-WT06A,105-WT06a. PCV - Opening Balance,105-WT06a. PCV - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
733,WT06b,PCV - Received,Vaccine Availability and Wastage,2.6.4,BzBLojjjeRB,105-WT06B,105-WT06b. PCV - Received,105-WT06b. PCV - Received,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
734,WT06c,PCV - Closing Balance,Vaccine Availability and Wastage,2.6.4,cXy4Pwau1SF,105-WT06C,105-WT06c. PCV - Closing Balance,105-WT06c. PCV - Closing Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
735,WT06d,PCV - Doses wasted,Vaccine Availability and Wastage,2.6.4,a5p50RZM4j8,105-WT06D,105-WT06d. PCV - Doses Wasted,105-WT06d. PCV - Doses Wasted,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",uRWvhUdjfoG,ltwvjot7N9B,Closed Vials (CV)
736,WT06e,PCV - Doses in Closed Vials,Vaccine Availability and Wastage,2.6.4,IaM4gUM4D02,105a-VS22C,105a-VS22c. Hepatitis C - Pending Results,105a-VS22c. Hepatitis C - Pending Results,HMIS 105a - Specialized Outpatient monthly report,bjDvmb4bfuf,HllvX50cXC0,default
737,WT06f,PCV - Doses in Open Vials,Vaccine Availability and Wastage,2.6.4,R0JGyJ4piOh,105-WT06A,105-WT06a. PCV - Opening Balance,105-WT06a. PCV - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
738,WT07a,Rotavirus - Opening Balance,Vaccine Availability and Wastage,2.6.4,KBxOZNiR67y,105-WT07A,105-WT07a. Rotavirus - Opening Balance,105-WT07a. Rotavirus - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
739,WT07b,Rotavirus - Received,Vaccine Availability and Wastage,2.6.4,xpZ6TjMsme7,105-WT07B,105-WT07b. Rotavirus - Received,105-WT07b. Rotavirus - Received,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
740,WT07c,Rotavirus - Closing Balance,Vaccine Availability and Wastage,2.6.4,syx0YWdQeAW,105-WT07C,105-WT07c. Rotavirus - Closing Balance,105-WT07c. Rotavirus - Closing Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
741,WT07d,Rotavirus - Doses wasted,Vaccine Availability and Wastage,2.6.4,VUcc4loOjrS,105-WT07D,105-WT07d. Rotavirus - Doses Wasted,105-WT07d. Rotavirus - Doses Wasted,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",uRWvhUdjfoG,ltwvjot7N9B,Closed Vials (CV)
742,WT07e,Rotavirus - Doses in Closed Vials,Vaccine Availability and Wastage,2.6.4,zixf6a0f4zU,106a-TB18B1_2019,106a-TB18B1_2019. MTB +ve and Rif S,106a-TB18b1_2019. MTB +ve and Rif S,HMIS 106a:03 - TB/Leprosy Quarterly Report,xpNSFSr8MpW,UjrmGnCgKIk,Relapse
743,WT07f,Rotavirus - Doses in Open Vials,Vaccine Availability and Wastage,2.6.4,aN0BNF9yjGq,105-EC10,105-EC10. Vitamin A Deficiency,105-EC10. Vitamin A Deficiency,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
744,WT08a,Measles - Opening Balance,Vaccine Availability and Wastage,2.6.4,MD2YuRl94Fz,105-WT08A,105-WT08a. Measles - Opening Balance,105-WT08a. Measles - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
745,WT08b,Measles - Received,Vaccine Availability and Wastage,2.6.4,W76e0DKlJ4c,105-WT08B,105-WT08b. Measles - Received,105-WT08b. Measles - Received,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
746,WT08c,Measles - Closing Balance,Vaccine Availability and Wastage,2.6.4,kxwF7G5Sa9i,105-WT08C,105-WT08c. Measles - Closing Balance,105-WT08c. Measles - Closing Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
747,WT08d,Measles - Doses wasted,Vaccine Availability and Wastage,2.6.4,BnJW6UAa9nj,105-WT08D,105-WT08d. Measles - Doses Wasted,105-WT08d. Measles - Doses Wasted,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",uRWvhUdjfoG,ltwvjot7N9B,Closed Vials (CV)
748,WT08e,Measles - Doses in Closed Vials,Vaccine Availability and Wastage,2.6.4,zixf6a0f4zU,106a-TB18B1_2019,106a-TB18B1_2019. MTB +ve and Rif S,106a-TB18b1_2019. MTB +ve and Rif S,HMIS 106a:03 - TB/Leprosy Quarterly Report,xpNSFSr8MpW,UjrmGnCgKIk,Relapse
749,WT08f,Measles - Doses in Open Vials,Vaccine Availability and Wastage,2.6.4,cigMpKykA1Q,033B-TR03,033B-TR03. Measles-Rubella Vaccine vial,033B-TR03. Measles-Rubella Vaccine vial,HMIS 033b - Weekly Epidemiological Surveillance Report,bjDvmb4bfuf,HllvX50cXC0,default
750,WT09a,Yellow Fever - Opening Balance,Vaccine Availability and Wastage,2.6.4,c4DJHtoOxR5,105-WT09A,105-WT09a. Yellow Fever - Opening Balance,105-WT09a. Yellow Fever - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
751,WT09b,Yellow Fever - Received,Vaccine Availability and Wastage,2.6.4,FHnkrOy9cyJ,105-WT09B,105-WT09b. Yellow Fever - Received,105-WT09b. Yellow Fever - Received,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
752,WT09c,Yellow Fever - Closing Balance,Vaccine Availability and Wastage,2.6.4,qnUDnMdP4Bl,105-WT09C,105-WT09c. Yellow Fever - Closing Balance,105-WT09c. Yellow Fever - Closing Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
753,WT09d,Yellow Fever - Doses wasted,Vaccine Availability and Wastage,2.6.4,lnwoasEJlj6,105-WT09D,105-WT09d. Yellow Fever - Doses Wasted,105-WT09d. Yellow Fever - Doses Wasted,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",uRWvhUdjfoG,ltwvjot7N9B,Closed Vials (CV)
754,WT09e,Yellow Fever - Doses in Closed Vials,Vaccine Availability and Wastage,2.6.4,LFH8bUaself,105-LD10,105-LD10. Hepatitis E,105-LD10. Hepatitis E,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
755,WT09f,Yellow Fever - Doses in Open Vials,Vaccine Availability and Wastage,2.6.4,LFH8bUaself,105-LD10,105-LD10. Hepatitis E,105-LD10. Hepatitis E,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
756,WT10a,Td - Opening Balance,Vaccine Availability and Wastage,2.6.4,Vm17iJeYWrM,105-WT10A,105-WT10a. Td - Opening Balance,105-WT10a. Td - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
757,WT10b,Td - Received,Vaccine Availability and Wastage,2.6.4,rn9w80fi5rI,105-WT10B,105-WT10b. Td - Received,105-WT10b. Td - Received,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
758,WT10c,Td - Closing Balance,Vaccine Availability and Wastage,2.6.4,lmpQmvOtybC,105-WT10C,105-WT10c. Td - Closing Balance,105-WT10c. Td - Closing Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
759,WT10d,Td - Doses wasted,Vaccine Availability and Wastage,2.6.4,fTonlL3eWFE,105-WT10D,105-WT10d. Td - Doses Wasted,105-WT10d. Td - Doses Wasted,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",uRWvhUdjfoG,ltwvjot7N9B,Closed Vials (CV)
760,WT10e,Td - Doses in Closed Vials,Vaccine Availability and Wastage,2.6.4,wEyMlJ9Vce9,105-LD09,105-LD09. Hepatitis D,105-LD09. Hepatitis D,"HMIS 105:01 - OPD Monthly Report (Attendance, Referrals, Conditions,TB, Nutrition)",esaNB4G5AHs,wDiX34aiw6i,"0-28Dys, Female"
761,WT10f,Td - Doses in Open Vials,Vaccine Availability and Wastage,2.6.4,Vm17iJeYWrM,105-WT10A,105-WT10a. Td - Opening Balance,105-WT10a. Td - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
762,WT11a,HPV - Opening Balance,Vaccine Availability and Wastage,2.6.4,gl4CRezThOQ,105-WT11A,105-WT11a. HPV - Opening Balance,105-WT11a. HPV - Opening Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
763,WT11b,HPV - Received,Vaccine Availability and Wastage,2.6.4,SELnREPYiGs,105-WT11B,105-WT11b. HPV - Received,105-WT11b. HPV - Received,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
764,WT11c,HPV - Closing Balance,Vaccine Availability and Wastage,2.6.4,S3sJne8SfDt,105-WT11C,105-WT11c. HPV - Closing Balance,105-WT11c. HPV - Closing Balance,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",bjDvmb4bfuf,HllvX50cXC0,default
765,WT11d,HPV - Doses wasted,Vaccine Availability and Wastage,2.6.4,HIRzx2RSpRR,105-WT11D,105-WT11d. HPV - Doses Wasted,105-WT11d. HPV - Doses Wasted,"HMIS 105:02-03 - OPD Monthly Report (MCH, FP, EID, EPI & HEPB)",uRWvhUdjfoG,ltwvjot7N9B,Closed Vials (CV)
